X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,Machining_Process,tool_condition
149.0,2.9,0.0,149.0,3.0,0.0,3.44,0.0666,326.0,10.5,0.000395,91.6,0.0,0.0,91.6,0.0,0.0,-3.75,0.0755,325.0,7.92,-3.63e-05,27.5,-0.025,-6.25,27.5,0.0,0.0,1160.0,53.4,41.3,1160.0,53.3,9.54e-07,21.8,0.911,323.0,119.0,0.176,3,0
149.0,2.95,-6.25,149.0,3.0,0.0,3.01,0.0652,327.0,9.81,0.000351,91.6,0.0,6.25,91.6,0.0,0.0,-4.1,0.0744,325.0,7.29,-2.35e-05,27.5,0.0,-6.25,27.5,0.0,0.0,1170.0,53.4,-13.1,1170.0,53.3,-9.54e-07,15.2,0.935,322.0,117.0,0.18,3,0
149.0,3.13,-6.25,149.0,3.0,0.0,2.94,0.0682,327.0,7.76,0.00042,91.6,-0.025,-12.5,91.6,0.0,0.0,-4.31,0.089,326.0,6.27,2.84e-05,27.5,0.0,0.0,27.5,0.0,0.0,1170.0,53.3,-21.0,1170.0,53.3,0.0,26.0,0.879,318.0,118.0,0.168,3,0
149.0,3.2,18.8,150.0,3.0,0.0,4.01,0.0721,327.0,8.56,0.000466,91.6,0.0,6.25,91.6,0.0,0.0,-4.4,0.074,326.0,7.11,-3.5e-05,27.5,0.0,0.0,27.5,0.0,0.0,1180.0,53.2,-10.1,1180.0,53.3,0.0,27.3,1.05,323.0,118.0,0.203,3,0
150.0,3.2,25.0,150.0,3.0,0.0,3.13,0.0755,327.0,10.4,0.000502,91.6,0.0,6.25,91.6,0.0,0.0,-4.63,0.0741,326.0,6.65,-1.17e-05,27.5,-0.025,-6.25,27.5,0.0,0.0,1180.0,53.4,11.0,1180.0,53.3,0.0,17.7,0.902,323.0,116.0,0.175,3,0
154.0,-3.22,-43.8,154.0,-3.0,0.0,-3.85,0.0736,327.0,8.99,0.000421,72.4,-0.05,-25.0,72.4,0.0,0.0,-1.5,0.0403,326.0,2.93,0.0,28.5,0.0,0.0,28.5,0.0,0.0,-1770.0,53.3,-25.9,-1770.0,53.3,0.0,20.6,1.11,323.0,118.0,0.214,3,0
154.0,-3.15,-6.25,154.0,-3.0,0.0,-2.95,0.0685,327.0,9.29,0.000396,72.4,-0.025,-12.5,72.4,0.0,0.0,-2.57,0.039,326.0,2.15,0.0,28.5,0.0,0.0,28.5,0.0,0.0,-1770.0,53.3,-25.0,-1770.0,53.3,0.0,19.6,0.772,324.0,123.0,0.146,3,0
154.0,-3.17,-25.0,154.0,-3.0,0.0,-5.45,0.0964,327.0,8.47,0.000633,72.4,-0.025,-12.5,72.4,0.0,0.0,-1.82,0.0383,326.0,2.13,-1.64e-05,28.5,0.0,0.0,28.5,0.0,0.0,-1760.0,53.3,11.8,-1760.0,53.3,0.0,19.7,1.09,323.0,118.0,0.21,3,0
153.0,-3.1,-50.0,153.0,-3.0,0.0,-3.85,0.0903,327.0,11.4,0.000557,72.4,-0.025,-12.5,72.4,0.0,0.0,-1.96,0.038,326.0,1.93,-1.17e-05,28.5,0.0,0.0,28.5,0.0,0.0,-1760.0,53.4,32.8,-1760.0,53.3,0.0,17.7,0.831,324.0,118.0,0.159,3,0
153.0,-3.03,-68.7,153.0,-3.0,0.0,-5.7,0.111,327.0,11.1,0.000698,72.4,-0.075,-31.3,72.4,0.0,0.0,-1.26,0.0444,326.0,2.59,-1.14e-05,28.5,0.0,0.0,28.5,0.0,0.0,-1750.0,53.3,-54.7,-1750.0,53.3,0.0,21.2,0.837,324.0,117.0,0.161,3,0
153.0,-2.92,-37.5,153.0,-3.0,0.0,-4.94,0.0907,327.0,9.98,0.000507,72.4,-0.05,-25.0,72.4,0.0,0.0,-1.45,0.0403,326.0,2.92,-1.62e-05,28.5,0.0,0.0,28.5,0.0,0.0,-1750.0,53.4,54.6,-1750.0,53.3,9.54e-07,19.2,0.959,324.0,119.0,0.183,3,0
153.0,-2.92,-31.3,153.0,-3.0,0.0,-4.46,0.0778,327.0,9.42,0.00044,72.4,-0.05,-25.0,72.4,0.0,0.0,-2.28,0.0384,326.0,1.53,-1.09e-05,28.5,0.0,0.0,28.5,0.0,0.0,-1740.0,53.3,-30.2,-1740.0,53.3,0.0,23.8,0.945,323.0,120.0,0.182,3,0
152.0,-3.22,-31.3,152.0,-3.0,0.0,-2.59,0.0603,327.0,8.36,0.000396,72.4,-0.075,-31.3,72.4,0.0,0.0,-1.77,0.0394,326.0,2.31,0.0,28.5,0.0,0.0,28.5,0.0,0.0,-1740.0,53.3,-38.0,-1740.0,53.3,0.0,22.1,0.962,323.0,119.0,0.186,3,0
152.0,-3.1,0.0,152.0,-3.0,0.0,-2.95,0.0616,327.0,8.15,0.000372,72.4,-0.075,-31.3,72.4,0.0,0.0,-1.38,0.0348,326.0,2.49,0.0,28.5,0.0,0.0,28.5,0.0,0.0,-1730.0,53.4,50.8,-1730.0,53.3,0.0,19.8,0.903,324.0,120.0,0.173,3,0
152.0,-3.2,-25.0,152.0,-3.0,0.0,-3.41,0.0713,327.0,8.59,0.000439,72.4,-0.025,-18.8,72.4,0.0,0.0,-1.89,0.0411,326.0,2.27,-5.64e-06,28.5,-0.025,-12.5,28.5,0.0,0.0,-1730.0,53.3,-25.9,-1730.0,53.3,0.0,18.7,0.887,324.0,119.0,0.171,3,0
151.0,-3.17,-31.3,151.0,-3.0,0.0,-4.8,0.0899,327.0,9.55,0.000577,72.4,-0.075,-31.3,72.4,0.0,0.0,-2.09,0.0356,326.0,1.79,-5.07e-06,28.5,0.0,0.0,28.5,0.0,0.0,-1720.0,53.4,42.1,-1720.0,53.3,9.54e-07,13.7,0.754,324.0,121.0,0.144,3,0
148.0,-2.95,-50.0,148.0,-3.0,0.0,-5.57,0.0944,327.0,9.62,0.000594,89.5,0.15,75.0,89.5,0.0,0.0,4.28,0.0893,326.0,4.75,1.41e-05,27.5,0.025,12.5,27.5,0.0,0.0,-221.0,53.4,23.9,-220.0,53.3,0.0,21.6,0.849,322.0,120.0,0.161,3,0
148.0,-3.0,-25.0,148.0,-3.0,0.0,-1.39,0.0704,327.0,12.4,0.000368,89.5,0.1,56.3,89.5,0.0,0.0,4.29,0.0938,325.0,4.94,-1.44e-05,27.5,0.025,12.5,27.5,0.0,0.0,-216.0,53.2,-56.4,-215.0,53.3,0.0,27.1,0.996,322.0,119.0,0.189,3,0
147.0,-3.08,-25.0,147.0,-3.0,0.0,-3.6,0.0744,327.0,7.71,0.000482,89.5,0.15,75.0,89.5,0.0,0.0,4.86,0.0906,325.0,4.35,0.0,27.5,0.025,12.5,27.5,0.0,0.0,-210.0,53.4,70.2,-210.0,53.3,0.0,18.1,0.898,322.0,117.0,0.172,3,0
147.0,-3.2,-43.8,147.0,-3.0,0.0,-3.34,0.0607,327.0,7.3,0.000383,89.5,0.15,75.0,89.5,0.0,0.0,4.84,0.0894,326.0,4.1,1.43e-05,27.5,0.025,12.5,27.5,0.0,0.0,-205.0,53.4,-3.63,-204.0,53.3,9.54e-07,18.2,0.856,322.0,117.0,0.165,3,0
147.0,-3.2,-37.5,147.0,-3.0,0.0,-4.65,0.0904,327.0,8.38,0.000563,89.5,0.15,75.0,89.5,0.0,0.0,4.3,0.0882,325.0,4.56,0.0,27.5,0.025,12.5,27.5,0.0,0.0,-200.0,53.4,-12.4,-199.0,53.3,-9.54e-07,19.5,0.853,323.0,117.0,0.164,3,0
146.0,-3.28,-81.2,146.0,-3.0,0.0,-4.97,0.0812,327.0,7.41,0.000485,89.5,0.125,62.5,89.5,0.0,0.0,4.28,0.0909,326.0,4.99,1.44e-05,27.5,0.025,12.5,27.5,0.0,0.0,-194.0,53.3,48.4,-194.0,53.3,0.0,24.9,0.976,321.0,119.0,0.188,3,0
146.0,-3.1,-62.5,146.0,-3.0,0.0,-3.02,0.109,327.0,14.6,0.00071,89.5,0.15,75.0,89.5,0.0,0.0,4.56,0.088,325.0,4.21,2.78e-05,27.5,0.025,12.5,27.5,0.0,0.0,-189.0,53.3,-24.3,-188.0,53.3,0.0,21.3,1.02,322.0,117.0,0.197,3,0
146.0,-2.92,-12.5,146.0,-3.0,0.0,-5.91,0.0916,327.0,8.78,0.000575,89.5,0.15,75.0,89.5,0.0,0.0,4.0,0.0903,326.0,4.85,1.44e-05,27.5,0.025,12.5,27.5,0.0,0.0,-184.0,53.3,-5.19,-183.0,53.3,0.0,20.6,0.855,323.0,119.0,0.165,3,0
146.0,-2.92,-43.8,146.0,-3.0,0.0,-8.44,0.104,327.0,7.2,0.000617,89.5,0.15,75.0,89.5,0.0,0.0,4.85,0.0869,326.0,4.32,4.12e-05,27.5,0.025,12.5,27.5,0.0,0.0,-178.0,53.3,9.69,-178.0,53.3,9.54e-07,22.2,0.949,321.0,119.0,0.183,3,0
145.0,-2.92,-12.5,145.0,-3.0,0.0,-4.15,0.0728,327.0,10.4,0.000446,89.5,0.125,62.5,89.5,0.0,0.0,4.3,0.0875,325.0,4.79,1.4e-05,27.5,0.025,12.5,27.5,0.0,0.0,-173.0,53.5,46.6,-172.0,53.3,-9.54e-07,12.7,0.82,322.0,117.0,0.155,3,0
141.0,-0.05,-18.8,141.0,0.0,0.0,-1.45,0.042,327.0,6.71,-1.18e-05,94.0,1.35,250.0,94.0,3.0,0.0,13.1,0.238,325.0,14.7,0.00179,28.5,0.0,0.0,28.5,0.0,0.0,630.0,53.4,4.94,630.0,53.3,-9.54e-07,18.6,0.949,323.0,116.0,0.182,3,0
141.0,-0.075,-31.3,141.0,0.0,0.0,-1.15,0.0394,327.0,6.31,-1.68e-05,94.3,2.92,-12.5,94.3,3.0,0.0,3.01,0.0665,325.0,10.4,0.000362,28.5,0.0,-6.25,28.5,0.0,0.0,635.0,53.5,69.1,636.0,53.3,0.0,14.6,0.714,324.0,118.0,0.133,3,0
141.0,-0.05,-18.8,141.0,0.0,0.0,-3.29,0.0413,327.0,4.9,-1.16e-05,94.6,3.1,-18.8,94.6,3.0,0.0,3.19,0.0883,325.0,11.3,0.000537,28.5,0.0,-6.25,28.5,0.0,0.0,640.0,53.1,-75.8,641.0,53.3,0.0,28.7,1.05,323.0,122.0,0.199,3,0
141.0,-0.075,-43.8,141.0,0.0,0.0,-2.54,0.0426,327.0,4.7,-2.71e-05,94.9,3.1,-18.8,94.9,3.0,0.0,3.07,0.0734,325.0,10.2,0.000464,28.5,0.0,0.0,28.5,0.0,0.0,646.0,53.4,21.3,646.0,53.3,0.0,18.6,0.947,322.0,116.0,0.182,3,0
141.0,-0.05,-25.0,141.0,0.0,0.0,-1.65,0.043,327.0,6.09,-1.7e-05,95.2,3.22,0.0,95.2,3.0,0.0,3.92,0.115,325.0,13.1,0.000729,28.5,0.0,-6.25,28.5,0.0,0.0,651.0,53.3,-12.1,652.0,53.3,9.54e-07,19.2,0.825,323.0,117.0,0.158,3,0
141.0,-0.075,-25.0,141.0,0.0,0.0,-2.29,0.0408,327.0,5.47,-1.08e-05,95.5,3.25,43.8,95.5,3.0,0.0,4.55,0.105,325.0,11.7,0.000687,28.5,0.0,-6.25,28.5,0.0,0.0,656.0,53.2,-80.4,657.0,53.3,-9.54e-07,27.1,1.08,322.0,116.0,0.209,3,0
141.0,-0.075,-31.3,141.0,0.0,0.0,-1.95,0.0402,327.0,5.13,-2.2e-05,95.8,3.05,12.5,95.8,3.0,0.0,8.9,0.15,325.0,11.4,0.00102,28.5,0.0,-6.25,28.5,0.0,0.0,662.0,53.4,43.0,662.0,53.3,0.0,18.2,0.85,323.0,119.0,0.162,3,0
141.0,0.025,18.8,141.0,0.0,0.0,-4.57,0.0437,327.0,2.82,-4.57e-05,96.1,2.97,0.0,96.1,3.0,0.0,6.55,0.128,325.0,12.6,0.000803,28.5,-0.025,-12.5,28.5,0.0,0.0,667.0,53.3,-33.3,668.0,53.3,0.0,25.4,0.91,323.0,120.0,0.174,3,0
141.0,0.0,12.5,141.0,0.0,0.0,-3.09,0.0407,327.0,4.63,-3.01e-05,96.4,2.97,18.8,96.4,3.0,0.0,8.23,0.134,325.0,11.7,0.00078,28.5,-0.025,-12.5,28.5,0.0,0.0,672.0,53.3,-19.6,673.0,53.3,0.0,22.5,0.981,323.0,120.0,0.189,3,0
141.0,-0.025,-6.25,141.0,0.0,0.0,-2.04,0.0397,327.0,5.9,-1.79e-05,96.7,2.92,6.25,96.7,3.0,0.0,6.51,0.113,325.0,11.6,0.000685,28.5,-0.025,-6.25,28.5,0.0,0.0,678.0,53.3,13.4,678.0,53.3,9.54e-07,21.7,0.911,323.0,117.0,0.175,3,0
151.0,0.0,0.0,151.0,0.0,0.0,0.581,0.0244,327.0,2.16,4.61e-06,73.0,0.0,0.0,73.0,0.0,0.0,0.0599,0.0163,325.0,0.879,0.0,33.5,-3.0,25.0,33.4,-3.0,0.0,-1310.0,53.3,-13.0,-1310.0,53.3,0.0,17.6,1.04,319.0,115.0,0.2,3,0
151.0,0.0,6.25,151.0,0.0,0.0,0.779,0.0257,327.0,1.52,3.41e-06,73.0,0.05,25.0,73.0,0.0,0.0,0.0604,0.0157,326.0,0.4,-3.17e-07,33.2,-3.28,-18.8,33.1,-3.0,0.0,-1300.0,53.4,-0.0625,-1300.0,53.3,0.0,19.0,0.811,320.0,118.0,0.156,3,0
151.0,0.0,6.25,151.0,0.0,0.0,-0.159,0.0166,327.0,2.31,1.8e-06,73.0,0.0,0.0,73.0,0.0,0.0,1.02,0.0183,326.0,1.17,8.1e-08,32.9,-3.15,-12.5,32.8,-3.0,0.0,-1300.0,53.3,-13.6,-1300.0,53.3,0.0,22.0,1.02,319.0,119.0,0.197,3,0
151.0,0.0,-6.25,151.0,0.0,0.0,0.565,0.0202,327.0,1.26,4.34e-06,73.0,0.025,6.25,73.0,0.0,0.0,-1.06,0.0177,325.0,2.39,-1.01e-06,32.6,-3.05,-6.25,32.5,-3.0,0.0,-1290.0,53.4,32.6,-1290.0,53.3,9.54e-07,16.4,0.883,319.0,119.0,0.17,3,0
151.0,-0.025,-12.5,151.0,0.0,0.0,-0.00889,0.0238,327.0,2.56,0.0,73.0,0.0,0.0,73.0,0.0,0.0,0.38,0.0228,325.0,0.382,-9.16e-07,32.3,-3.08,-37.5,32.2,-3.0,0.0,-1290.0,53.3,-11.3,-1290.0,53.3,0.0,22.7,0.781,320.0,119.0,0.148,3,0
151.0,0.0,0.0,151.0,0.0,0.0,0.764,0.022,327.0,0.542,3.49e-06,73.0,0.025,12.5,73.0,0.0,0.0,-0.739,0.0142,326.0,1.49,-1.15e-06,32.0,-2.92,-25.0,31.9,-3.0,0.0,-1280.0,53.3,20.3,-1280.0,53.3,0.0,20.2,1.08,318.0,116.0,0.21,3,0
151.0,0.0,0.0,151.0,0.0,0.0,0.878,0.0215,327.0,1.13,3.09e-06,73.0,0.0,6.25,73.0,0.0,0.0,-1.38,0.0158,326.0,2.51,-2.85e-07,31.7,-2.85,12.5,31.6,-3.0,0.0,-1280.0,53.4,37.1,-1280.0,53.3,0.0,15.3,0.842,319.0,119.0,0.162,3,0
151.0,-0.025,-6.25,151.0,0.0,0.0,1.29,0.0327,327.0,0.854,-1.74e-06,73.0,0.0,0.0,73.0,0.0,0.0,0.0602,0.0163,325.0,0.762,-4.72e-07,31.4,-2.8,25.0,31.3,-3.0,0.0,-1270.0,53.3,-50.3,-1270.0,53.3,0.0,20.8,0.847,320.0,118.0,0.163,3,0
151.0,-0.025,-6.25,151.0,0.0,0.0,1.29,0.0218,327.0,0.898,0.0,73.0,0.0,0.0,73.0,0.0,0.0,-0.899,0.0223,326.0,1.53,0.0,31.1,-3.08,31.3,31.0,-3.0,0.0,-1270.0,53.4,58.9,-1270.0,53.3,9.54e-07,19.5,0.98,318.0,118.0,0.188,3,0
151.0,-0.025,-6.25,151.0,0.0,0.0,0.451,0.0199,327.0,0.868,0.0,73.0,0.0,0.0,73.0,0.0,0.0,0.86,0.0215,326.0,0.96,-1.04e-06,30.8,-3.13,12.5,30.7,-3.0,0.0,-1260.0,53.3,-27.1,-1260.0,53.3,0.0,22.2,0.966,318.0,121.0,0.185,3,0
151.0,-0.025,-6.25,151.0,0.0,0.0,-0.0755,0.0187,327.0,1.15,-1.45e-06,73.0,0.0,6.25,73.0,0.0,0.0,-0.739,0.0131,325.0,2.03,-6.59e-07,30.5,-3.17,-25.0,30.4,-3.0,0.0,-1260.0,53.3,-49.7,-1260.0,53.3,0.0,22.9,0.957,319.0,116.0,0.184,3,0
151.0,-0.075,-31.3,151.0,0.0,0.0,1.08,0.0303,327.0,1.47,0.0,73.0,0.0,0.0,73.0,0.0,0.0,0.859,0.0146,326.0,0.146,-7.24e-08,33.7,-3.0,56.3,33.6,-3.0,0.0,-622.0,53.4,15.6,-621.0,53.3,0.0,18.0,0.731,319.0,121.0,0.14,3,0
151.0,-0.075,-31.3,151.0,0.0,0.0,1.5,0.0303,327.0,1.36,3.33e-06,73.0,-0.025,-6.25,73.0,0.0,0.0,0.379,0.0169,326.0,0.959,1.16e-06,33.4,-3.25,0.0,33.3,-3.0,0.0,-617.0,53.2,-38.3,-616.0,53.3,0.0,22.0,1.06,319.0,120.0,0.204,3,0
151.0,-0.025,-12.5,151.0,0.0,0.0,1.19,0.0232,327.0,1.61,8.65e-06,73.0,0.0,0.0,73.0,0.0,0.0,-0.739,0.0202,326.0,2.8,-1.06e-08,33.1,-3.25,-37.5,33.0,-3.0,0.0,-611.0,53.4,40.3,-611.0,53.3,9.54e-07,19.8,0.851,318.0,119.0,0.164,3,0
151.0,-0.05,-18.8,151.0,0.0,0.0,1.31,0.0268,327.0,2.49,1.28e-05,73.0,0.0,0.0,73.0,0.0,0.0,0.859,0.0156,326.0,0.76,7.11e-07,32.8,-3.1,-31.3,32.7,-3.0,0.0,-606.0,53.3,-45.0,-605.0,53.3,-9.54e-07,19.2,0.942,319.0,118.0,0.182,3,0
151.0,-0.05,-25.0,151.0,0.0,0.0,0.451,0.0314,327.0,2.58,9.02e-06,73.0,0.0,0.0,73.0,0.0,0.0,-0.739,0.0207,326.0,2.02,4.54e-07,32.5,-2.92,-6.25,32.4,-3.0,0.0,-601.0,53.3,-9.19,-600.0,53.3,0.0,18.5,1.01,319.0,118.0,0.194,3,0
151.0,-0.075,-31.3,151.0,0.0,0.0,1.7,0.0295,327.0,0.841,-2.99e-06,73.0,-0.025,-18.8,73.0,0.0,0.0,2.62,0.0292,326.0,2.02,-7.51e-07,32.1,-2.97,6.25,32.1,-3.0,0.0,-595.0,53.2,-59.8,-594.0,53.3,-9.54e-07,22.6,0.893,321.0,117.0,0.171,3,0
151.0,-0.075,-31.3,151.0,0.0,0.0,1.17,0.0256,327.0,1.19,0.0,73.0,-0.025,-6.25,73.0,0.0,0.0,0.0594,0.0179,326.0,1.48,1.33e-06,31.9,-2.92,-43.8,31.8,-3.0,0.0,-590.0,53.4,-0.812,-589.0,53.3,0.0,18.3,0.853,319.0,119.0,0.164,3,0
151.0,-0.075,-31.3,151.0,0.0,0.0,1.06,0.0346,327.0,1.65,-6.14e-06,73.0,0.0,0.0,73.0,0.0,0.0,0.699,0.0227,326.0,0.438,3.55e-08,31.6,-2.9,12.5,31.5,-3.0,0.0,-585.0,53.3,17.2,-584.0,53.3,9.54e-07,21.8,0.906,319.0,120.0,0.174,3,0
151.0,-0.05,-25.0,151.0,0.0,0.0,1.6,0.0264,327.0,0.945,6.2e-06,73.0,-0.025,-6.25,73.0,0.0,0.0,-0.1,0.0236,326.0,1.68,0.0,31.3,-3.05,37.5,31.2,-3.0,0.0,-579.0,53.3,-17.9,-579.0,53.3,-9.54e-07,22.9,0.997,318.0,116.0,0.193,3,0
151.0,-0.05,-25.0,151.0,0.0,0.0,1.17,0.0269,327.0,1.15,3.22e-06,73.0,0.0,0.0,73.0,0.0,0.0,-0.899,0.0202,326.0,2.07,-5.4e-08,31.0,-3.2,-12.5,30.9,-3.0,0.0,-574.0,53.5,53.7,-573.0,53.3,0.0,13.2,0.812,318.0,116.0,0.154,3,0
151.0,-0.05,-25.0,151.0,0.0,0.0,0.878,0.0303,327.0,1.87,3.03e-06,73.0,0.0,0.0,73.0,0.0,0.0,-0.0999,0.0181,326.0,1.96,-2.3e-07,30.6,-3.1,12.5,30.6,-3.0,0.0,-568.0,53.3,-34.1,-568.0,53.3,-9.54e-07,23.5,1.03,319.0,117.0,0.198,3,0
151.0,-3.05,-43.8,151.0,-3.0,0.0,-4.72,0.095,327.0,10.5,0.000547,89.5,0.15,75.0,89.5,0.0,0.0,4.58,0.0879,326.0,4.52,2.81e-05,29.5,0.0,0.0,29.5,0.0,0.0,1080.0,53.3,-24.6,1080.0,53.3,-9.54e-07,25.5,0.959,322.0,119.0,0.184,3,0
151.0,-2.95,-50.0,151.0,-3.0,0.0,-3.91,0.105,327.0,13.2,0.000673,89.5,0.15,75.0,89.5,0.0,0.0,4.57,0.0898,326.0,4.85,4.23e-05,29.5,0.025,12.5,29.5,0.0,0.0,1080.0,53.4,-16.4,1080.0,53.3,0.0,13.9,0.935,323.0,118.0,0.179,3,0
150.0,-2.78,62.5,150.0,-3.0,0.0,-5.26,0.0728,327.0,8.79,0.000413,89.5,-0.15,-68.7,89.5,0.0,0.0,5.12,0.0978,326.0,7.57,0.0,29.5,0.0,0.0,29.5,0.0,0.0,1090.0,53.3,-43.9,1090.0,53.3,0.0,25.0,0.874,321.0,118.0,0.167,3,0
150.0,-3.03,-37.5,150.0,-3.0,0.0,-4.98,0.0811,327.0,9.63,0.000512,89.5,0.125,62.5,89.5,0.0,0.0,4.86,0.0904,325.0,4.34,-1.41e-05,29.5,0.025,12.5,29.5,0.0,0.0,1090.0,53.3,-36.8,1090.0,53.3,0.0,23.7,0.955,323.0,119.0,0.184,3,0
150.0,-3.08,-12.5,150.0,-3.0,0.0,-4.22,0.0661,327.0,8.95,0.000424,89.5,0.175,81.2,89.5,0.0,0.0,3.99,0.0876,325.0,4.95,1.37e-05,29.5,0.0,0.0,29.5,0.0,0.0,1100.0,53.5,51.4,1100.0,53.3,9.54e-07,14.5,0.752,323.0,119.0,0.144,3,0
149.0,-3.15,-31.3,149.0,-3.0,0.0,-5.46,0.0887,327.0,8.3,0.000571,89.5,0.15,75.0,89.5,0.0,0.0,4.29,0.0863,326.0,4.8,0.0,29.5,0.0,0.0,29.5,0.0,0.0,1100.0,53.3,-9.44,1100.0,53.3,-9.54e-07,27.2,0.986,323.0,116.0,0.189,3,0
149.0,-3.17,-18.8,149.0,-3.0,0.0,-3.86,0.072,327.0,8.59,0.000466,89.5,0.125,68.7,89.5,0.0,0.0,5.14,0.0886,325.0,4.02,0.0,29.5,0.025,12.5,29.5,0.0,0.0,1110.0,53.4,2.38,1110.0,53.3,0.0,16.7,0.971,323.0,116.0,0.185,3,0
149.0,-3.25,-68.7,149.0,-3.0,0.0,-5.29,0.101,327.0,9.03,0.000672,89.5,0.125,62.5,89.5,0.0,0.0,4.86,0.0897,326.0,4.52,0.0,29.5,0.0,0.0,29.5,0.0,0.0,1110.0,53.5,52.8,1110.0,53.3,0.0,14.8,0.726,323.0,117.0,0.138,3,0
148.0,-3.08,-56.3,148.0,-3.0,0.0,-6.12,0.103,327.0,9.31,0.000656,89.5,0.125,62.5,89.5,0.0,0.0,4.57,0.0857,326.0,4.55,1.37e-05,29.5,0.0,6.25,29.5,0.0,0.0,1120.0,53.2,-36.9,1120.0,53.3,0.0,24.8,1.08,323.0,116.0,0.207,3,0
148.0,-3.0,-62.5,148.0,-3.0,0.0,-6.44,0.106,327.0,9.89,0.000666,89.5,0.125,62.5,89.5,0.0,0.0,4.3,0.0866,325.0,4.96,0.0,29.5,0.025,12.5,29.5,0.0,0.0,1120.0,53.4,30.9,1130.0,53.3,9.54e-07,21.3,0.874,323.0,118.0,0.168,3,0
148.0,-2.95,-43.8,148.0,-3.0,0.0,-4.55,0.0878,327.0,10.9,0.00054,89.5,0.125,62.5,89.5,0.0,0.0,4.01,0.0846,326.0,5.42,1.35e-05,29.5,0.025,12.5,29.5,0.0,0.0,1130.0,53.3,-46.7,1130.0,53.3,-9.54e-07,20.6,0.832,323.0,121.0,0.158,3,0
162.0,0.075,31.3,162.0,0.0,0.0,3.04,0.0524,326.0,4.58,-3.88e-05,81.2,-3.08,31.3,81.2,-3.0,0.0,-4.6,0.0939,325.0,10.4,0.000584,28.5,0.0,0.0,28.5,0.0,0.0,-2050.0,53.5,52.4,-2050.0,53.3,9.54e-07,15.7,0.745,323.0,118.0,0.143,3,0
162.0,0.0,-6.25,162.0,0.0,0.0,4.71,0.0566,326.0,3.49,-3.9e-05,80.9,-3.2,-6.25,80.9,-3.0,0.0,-4.9,0.0988,325.0,10.7,0.000685,28.5,0.0,-6.25,28.5,0.0,0.0,-2050.0,53.2,-13.9,-2050.0,53.3,-9.54e-07,25.9,0.983,323.0,118.0,0.189,3,0
162.0,0.05,25.0,162.0,0.0,0.0,3.33,0.0494,327.0,4.38,-2.17e-05,80.6,-3.2,-12.5,80.6,-3.0,0.0,-6.51,0.134,325.0,11.7,0.000929,28.5,-0.025,-12.5,28.5,0.0,0.0,-2040.0,53.4,3.06,-2040.0,53.3,0.0,16.2,0.966,322.0,117.0,0.186,3,0
162.0,0.0,0.0,162.0,0.0,0.0,1.66,0.0529,327.0,6.95,-3.12e-05,80.3,-3.08,-6.25,80.3,-3.0,0.0,-7.71,0.136,325.0,11.4,0.000877,28.5,0.0,-6.25,28.5,0.0,0.0,-2040.0,53.4,19.1,-2040.0,53.3,0.0,18.0,0.76,324.0,117.0,0.146,3,0
162.0,0.0,0.0,162.0,0.0,0.0,2.77,0.0526,327.0,5.91,-3.1e-05,80.0,-2.97,6.25,80.0,-3.0,0.0,-8.07,0.151,325.0,12.7,0.000931,28.5,0.0,-6.25,28.5,0.0,0.0,-2030.0,53.2,-44.0,-2030.0,53.3,0.0,23.6,1.07,322.0,117.0,0.206,3,0
162.0,0.0,0.0,162.0,0.0,0.0,2.21,0.0557,327.0,5.89,-3.34e-05,79.7,-2.95,12.5,79.7,-3.0,0.0,-6.39,0.119,325.0,12.1,0.000724,28.5,0.0,0.0,28.5,0.0,0.0,-2030.0,53.4,24.3,-2020.0,53.3,9.54e-07,21.2,0.882,323.0,119.0,0.17,3,0
162.0,0.025,12.5,162.0,0.0,0.0,4.16,0.0505,327.0,3.57,-2.23e-05,79.4,-2.97,-6.25,79.4,-3.0,0.0,-7.37,0.124,326.0,11.3,0.000804,28.5,0.0,-6.25,28.5,0.0,0.0,-2020.0,53.3,-46.8,-2020.0,53.3,-9.54e-07,24.7,0.853,324.0,118.0,0.162,3,0
162.0,-0.05,-18.8,162.0,0.0,0.0,2.21,0.0531,327.0,7.06,-1.6e-05,79.1,-2.95,18.8,79.1,-3.0,0.0,-6.73,0.108,325.0,10.4,0.000684,28.5,-0.025,-12.5,28.5,0.0,0.0,-2010.0,53.2,-30.9,-2010.0,53.3,0.0,22.1,1.15,322.0,116.0,0.22,3,0
